timestamp,wind_speed_100m_ms,wind_speed_10m_ms,wind_direction_100m_deg,temperature_c
2021-04-07 22:00:00,9.55,5.61,67,25.2
2021-04-07 23:00:00,9.15,5.92,68,24.9
2021-04-08 00:00:00,9.65,6.46,73,24.8
2021-04-08 01:00:00,9.87,6.67,77,24.6
2021-04-08 02:00:00,9.63,6.4,75,24.5
2021-04-08 03:00:00,9.85,6.43,75,24.4
2021-04-08 04:00:00,9.6,6.28,76,24.5
2021-04-08 05:00:00,9.51,6.18,75,24.4
2021-04-08 06:00:00,9.39,6.09,76,24.4
2021-04-08 07:00:00,8.66,6.18,76,25.5
2021-04-08 08:00:00,10.18,8.15,83,27.0
2021-04-08 09:00:00,10.81,8.92,93,28.3
2021-04-08 10:00:00,10.8,8.91,91,28.3
2021-04-08 11:00:00,10.1,8.4,89,29.0
2021-04-08 12:00:00,9.4,8.0,89,30.8
2021-04-08 13:00:00,9.1,7.8,88,31.5
2021-04-08 14:00:00,8.77,7.54,83,31.5
2021-04-08 15:00:00,8.49,7.2,75,31.2
2021-04-08 16:00:00,8.65,7.22,68,29.7
2021-04-08 17:00:00,9.08,7.29,63,28.5
2021-04-08 18:00:00,8.88,6.72,59,27.0
2021-04-08 19:00:00,8.96,6.4,61,26.2
2021-04-08 20:00:00,9.53,6.71,62,26.0
2021-04-08 21:00:00,9.94,6.85,66,25.8
2021-04-08 22:00:00,10.45,6.78,68,25.5
2021-04-08 23:00:00,10.66,6.39,71,25.2
2021-04-09 00:00:00,10.73,6.53,74,25.0
2021-04-09 01:00:00,10.69,7.0,79,24.9
2021-04-09 02:00:00,10.52,7.07,81,24.8
2021-04-09 03:00:00,10.37,7.14,83,24.6
2021-04-09 04:00:00,10.28,7.06,83,24.6
2021-04-09 05:00:00,9.89,6.65,82,24.5
2021-04-09 06:00:00,9.73,6.61,85,24.7
2021-04-09 07:00:00,9.11,6.56,81,25.5
2021-04-09 08:00:00,10.06,7.84,84,26.5
2021-04-09 09:00:00,10.32,8.21,87,27.4
2021-04-09 10:00:00,11.1,9.0,91,28.2
2021-04-09 11:00:00,10.6,8.81,92,29.1
2021-04-09 12:00:00,9.93,8.22,85,29.2
2021-04-09 13:00:00,9.44,7.79,80,28.8
2021-04-09 14:00:00,9.06,7.51,79,29.4
2021-04-09 15:00:00,9.08,7.5,73,29.2
2021-04-09 16:00:00,9.49,7.65,72,28.7
2021-04-09 17:00:00,9.79,7.6,68,27.6
2021-04-09 18:00:00,9.04,6.71,62,26.5
2021-04-09 19:00:00,8.46,5.59,61,26.2
2021-04-09 20:00:00,9.14,5.61,67,25.8
2021-04-09 21:00:00,9.46,5.91,70,25.5
2021-04-09 22:00:00,9.53,6.28,75,25.4
2021-04-09 23:00:00,9.87,6.24,77,25.1
2021-04-10 00:00:00,10.14,6.79,80,25.0
2021-04-10 01:00:00,10.46,7.03,84,24.8
2021-04-10 02:00:00,10.02,6.7,87,24.6
2021-04-10 03:00:00,9.91,6.71,87,24.4
2021-04-10 04:00:00,9.9,6.6,88,24.4
2021-04-10 05:00:00,10.0,6.7,88,24.4
2021-04-10 06:00:00,9.72,6.51,86,24.5
2021-04-10 07:00:00,9.21,6.91,87,25.3
2021-04-10 08:00:00,10.51,8.51,93,27.4
2021-04-10 09:00:00,11.05,9.25,96,29.0
2021-04-10 10:00:00,10.93,9.24,99,29.9
2021-04-10 11:00:00,10.83,9.16,99,30.6
2021-04-10 12:00:00,10.16,8.68,96,31.8
2021-04-10 13:00:00,9.54,8.22,85,32.2
2021-04-10 14:00:00,9.39,8.04,78,31.6
2021-04-10 15:00:00,9.62,8.1,69,31.5
2021-04-10 16:00:00,9.53,7.96,62,30.5
2021-04-10 17:00:00,9.23,7.43,60,28.5
2021-04-10 18:00:00,9.57,7.33,63,26.7
2021-04-10 19:00:00,9.62,7.16,63,26.1
2021-04-10 20:00:00,8.73,6.36,60,25.9
2021-04-10 21:00:00,8.72,6.08,62,25.5
2021-04-10 22:00:00,9.77,6.37,67,25.2
2021-04-10 23:00:00,10.03,6.43,73,25.0
2021-04-11 00:00:00,9.88,6.08,79,25.0
2021-04-11 01:00:00,10.58,7.14,83,24.8
2021-04-11 02:00:00,10.55,7.22,85,24.5
2021-04-11 03:00:00,10.17,6.85,83,24.2
2021-04-11 04:00:00,10.11,6.68,81,24.1
2021-04-11 05:00:00,9.83,6.4,81,24.0
2021-04-11 06:00:00,9.7,6.46,82,24.2
2021-04-11 07:00:00,9.77,7.45,83,25.8
2021-04-11 08:00:00,11.42,9.31,86,27.8
2021-04-11 09:00:00,11.9,9.9,90,29.2
2021-04-11 10:00:00,11.6,9.8,91,30.2
2021-04-11 11:00:00,10.81,9.11,92,31.1
2021-04-11 12:00:00,10.8,9.21,91,31.1
2021-04-11 13:00:00,9.92,8.41,87,31.4
2021-04-11 14:00:00,9.65,8.2,80,31.5
2021-04-11 15:00:00,9.46,7.94,70,31.0
2021-04-11 16:00:00,9.55,7.89,67,30.2
2021-04-11 17:00:00,9.84,7.87,63,28.1
2021-04-11 18:00:00,11.05,8.42,69,26.9
2021-04-11 19:00:00,10.02,7.16,65,26.2
2021-04-11 20:00:00,10.64,7.6,68,26.2
2021-04-11 21:00:00,10.91,7.53,72,26.0
2021-04-11 22:00:00,11.28,7.3,80,25.6
2021-04-11 23:00:00,11.54,7.22,86,25.5
2021-04-12 00:00:00,10.36,6.55,84,25.2
2021-04-12 01:00:00,10.51,7.18,82,25.1
2021-04-12 02:00:00,10.93,7.4,81,25.0
2021-04-12 03:00:00,10.75,7.32,80,24.9
2021-04-12 04:00:00,10.57,7.04,80,24.6
2021-04-12 05:00:00,10.1,6.53,79,24.5
2021-04-12 06:00:00,10.01,6.58,81,24.6
2021-04-12 07:00:00,10.8,8.5,89,26.3
2021-04-12 08:00:00,10.55,8.65,95,27.9
2021-04-12 09:00:00,10.13,8.42,99,29.5
2021-04-12 10:00:00,9.56,8.25,103,30.9
2021-04-12 11:00:00,8.4,7.42,102,32.2
2021-04-12 12:00:00,7.88,7.02,105,33.2
2021-04-12 13:00:00,8.19,7.22,98,33.5
2021-04-12 14:00:00,9.36,8.01,80,32.0
2021-04-12 15:00:00,9.25,7.82,68,30.8
2021-04-12 16:00:00,9.22,7.75,66,30.1
2021-04-12 17:00:00,9.62,7.83,63,28.8
2021-04-12 18:00:00,9.53,7.24,63,27.4
2021-04-12 19:00:00,9.18,6.54,66,26.9
2021-04-12 20:00:00,9.27,6.58,70,26.6
2021-04-12 21:00:00,9.17,6.1,72,26.4
2021-04-12 22:00:00,9.12,5.8,75,26.2
2021-04-12 23:00:00,9.14,5.57,70,25.9
2021-04-13 00:00:00,9.84,6.33,69,25.7
2021-04-13 01:00:00,10.17,6.74,75,25.5
2021-04-13 02:00:00,10.14,6.79,77,25.4
2021-04-13 03:00:00,9.72,6.28,81,25.2
2021-04-13 04:00:00,9.44,6.13,85,25.1
2021-04-13 05:00:00,9.32,5.91,86,25.0
2021-04-13 06:00:00,8.93,5.72,86,25.0
2021-04-13 07:00:00,8.51,6.61,87,26.7
2021-04-13 08:00:00,9.0,7.5,90,28.6
2021-04-13 09:00:00,9.11,7.82,93,30.1
2021-04-13 10:00:00,8.46,7.38,97,31.5
2021-04-13 11:00:00,7.6,6.73,99,32.0
2021-04-13 12:00:00,7.09,6.32,106,33.0
2021-04-13 13:00:00,6.74,6.07,108,33.0
2021-04-13 14:00:00,6.23,5.66,109,33.7
2021-04-13 15:00:00,6.15,5.59,97,33.5
2021-04-13 16:00:00,7.2,6.24,76,32.1
2021-04-13 17:00:00,8.41,7.03,65,30.5
2021-04-13 18:00:00,8.68,6.82,55,28.6
2021-04-13 19:00:00,7.94,6.02,49,27.5
2021-04-13 20:00:00,8.14,5.8,47,27.0
2021-04-13 21:00:00,7.79,5.38,48,26.7
2021-04-13 22:00:00,8.28,5.86,62,26.5
2021-04-13 23:00:00,7.76,5.44,68,26.0
2021-04-14 00:00:00,8.25,5.07,67,25.7
2021-04-14 01:00:00,7.48,4.31,67,25.5
2021-04-14 02:00:00,7.73,4.62,69,25.3
2021-04-14 03:00:00,8.22,5.19,72,25.2
2021-04-14 04:00:00,7.87,4.84,72,25.0
2021-04-14 05:00:00,7.69,4.78,74,25.0
2021-04-14 06:00:00,8.15,5.12,84,25.2
2021-04-14 07:00:00,8.34,6.48,76,27.0
2021-04-14 08:00:00,7.91,6.46,81,28.7
2021-04-14 09:00:00,9.7,8.21,91,30.4
2021-04-14 10:00:00,9.5,8.01,91,30.9
2021-04-14 11:00:00,8.62,7.32,94,32.0
2021-04-14 12:00:00,7.21,6.32,93,32.6
2021-04-14 13:00:00,6.79,5.85,76,30.6
2021-04-14 14:00:00,6.57,5.71,57,31.0
2021-04-14 15:00:00,7.26,6.14,52,29.9
2021-04-14 16:00:00,7.49,6.07,56,29.9
2021-04-14 17:00:00,7.86,6.14,75,28.1
2021-04-14 18:00:00,7.21,5.42,66,27.4
2021-04-14 19:00:00,8.28,5.91,62,26.6
2021-04-14 20:00:00,7.87,4.83,63,26.2
2021-04-14 21:00:00,7.47,4.43,70,26.0
2021-04-14 22:00:00,7.84,4.71,71,25.8
2021-04-14 23:00:00,8.16,5.28,71,25.7
2021-04-15 00:00:00,8.29,5.19,70,25.5
2021-04-15 01:00:00,8.21,5.26,68,25.4
2021-04-15 02:00:00,8.17,5.22,68,25.1
2021-04-15 03:00:00,8.54,5.44,72,25.0
2021-04-15 04:00:00,8.82,5.76,72,25.0
2021-04-15 05:00:00,8.95,5.91,72,25.0
2021-04-15 06:00:00,9.65,6.39,73,25.1
2021-04-15 07:00:00,9.27,6.96,74,26.4
2021-04-15 08:00:00,10.54,8.49,81,27.8
2021-04-15 09:00:00,10.51,8.6,87,29.1
2021-04-15 10:00:00,10.35,8.53,84,29.8
2021-04-15 11:00:00,10.3,8.56,82,30.6
2021-04-15 12:00:00,10.47,8.71,80,31.2
2021-04-15 13:00:00,9.81,8.17,73,31.0
2021-04-15 14:00:00,9.97,8.29,69,30.8
2021-04-15 15:00:00,10.23,8.42,68,30.1
2021-04-15 16:00:00,10.81,8.67,68,29.5
2021-04-15 17:00:00,11.25,8.8,68,28.5
2021-04-15 18:00:00,10.58,7.5,68,27.0
2021-04-15 19:00:00,9.55,6.37,67,26.5
2021-04-15 20:00:00,10.28,6.8,71,26.4
2021-04-15 21:00:00,10.66,7.02,70,26.0
2021-04-15 22:00:00,10.88,6.99,73,25.8
2021-04-15 23:00:00,11.48,7.79,77,25.6
2021-04-16 00:00:00,11.53,7.79,82,25.4
2021-04-16 01:00:00,11.28,7.55,83,25.2
2021-04-16 02:00:00,11.47,7.75,83,25.0
2021-04-16 03:00:00,11.58,7.76,83,25.0
2021-04-16 04:00:00,11.32,7.62,86,24.9
2021-04-16 05:00:00,11.11,7.31,88,24.8
2021-04-16 06:00:00,11.11,7.41,87,25.0
2021-04-16 07:00:00,9.87,7.26,83,26.0
2021-04-16 08:00:00,10.92,8.71,87,27.5
2021-04-16 09:00:00,11.4,9.4,91,28.8
2021-04-16 10:00:00,11.24,9.34,95,29.8
2021-04-16 11:00:00,10.62,8.92,93,30.7
2021-04-16 12:00:00,10.0,8.5,88,31.5
2021-04-16 13:00:00,10.07,8.54,83,31.7
2021-04-16 14:00:00,10.2,8.61,79,31.7
2021-04-16 15:00:00,10.09,8.44,70,31.1
2021-04-16 16:00:00,10.11,8.36,63,30.0
2021-04-16 17:00:00,10.31,8.17,67,28.5
2021-04-16 18:00:00,9.52,7.02,71,27.1
2021-04-16 19:00:00,8.48,5.95,73,26.6
2021-04-16 20:00:00,8.61,5.92,77,26.4
2021-04-16 21:00:00,9.62,6.26,81,26.0
2021-04-16 22:00:00,10.28,6.73,79,25.7
2021-04-16 23:00:00,10.44,6.81,81,25.6
2021-04-17 00:00:00,11.12,7.26,79,25.5
2021-04-17 01:00:00,11.04,7.38,78,25.3
2021-04-17 02:00:00,10.55,6.99,77,25.1
2021-04-17 03:00:00,10.71,7.04,79,25.0
2021-04-17 04:00:00,10.69,7.06,82,24.9
2021-04-17 05:00:00,10.86,7.13,84,24.9
2021-04-17 06:00:00,10.75,7.13,85,25.0
2021-04-17 07:00:00,12.03,9.12,86,26.5
2021-04-17 08:00:00,12.4,9.8,90,27.8
2021-04-17 09:00:00,12.63,10.23,94,29.2
2021-04-17 10:00:00,12.83,10.54,94,30.6
2021-04-17 11:00:00,13.01,10.71,92,32.0
2021-04-17 12:00:00,12.81,10.6,88,32.6
2021-04-17 13:00:00,12.23,10.11,86,32.3
2021-04-17 14:00:00,12.1,9.95,80,32.0
2021-04-17 15:00:00,12.24,9.99,71,31.7
2021-04-17 16:00:00,12.04,9.72,66,30.5
2021-04-17 17:00:00,11.48,8.97,67,28.9
2021-04-17 18:00:00,10.58,7.82,68,27.2
2021-04-17 19:00:00,10.72,7.54,68,26.6
2021-04-17 20:00:00,10.57,7.28,73,26.4
2021-04-17 21:00:00,11.11,7.3,76,26.3
2021-04-17 22:00:00,12.22,7.92,79,26.0
2021-04-17 23:00:00,13.06,8.54,84,25.9
2021-04-18 00:00:00,13.64,9.33,86,25.2
2021-04-18 01:00:00,13.22,9.01,87,25.0
2021-04-18 02:00:00,12.84,8.63,86,24.8
2021-04-18 03:00:00,12.43,8.23,86,24.6
2021-04-18 04:00:00,12.41,8.22,87,24.5
2021-04-18 05:00:00,12.51,8.32,87,24.6
2021-04-18 06:00:00,12.51,8.41,88,24.8
2021-04-18 07:00:00,12.8,9.7,89,26.2
2021-04-18 08:00:00,13.2,10.5,91,28.0
2021-04-18 09:00:00,13.42,10.92,93,29.6
2021-04-18 10:00:00,13.51,11.12,93,31.0
2021-04-18 11:00:00,13.0,10.81,91,32.2
2021-04-18 12:00:00,12.6,10.61,91,32.8
2021-04-18 13:00:00,12.2,10.2,90,33.0
2021-04-18 14:00:00,12.22,10.11,87,32.8
2021-04-18 15:00:00,12.38,10.22,78,32.2
2021-04-18 16:00:00,12.59,10.02,71,30.9
2021-04-18 17:00:00,12.82,9.95,67,29.0
2021-04-18 18:00:00,13.08,9.4,67,26.9
2021-04-18 19:00:00,12.3,8.27,63,26.1
2021-04-18 20:00:00,13.39,8.15,67,25.8
2021-04-18 21:00:00,13.01,8.49,74,25.5
2021-04-18 22:00:00,13.25,8.78,81,25.1
2021-04-18 23:00:00,13.63,9.39,82,25.0
2021-04-19 00:00:00,13.41,9.18,83,24.8
2021-04-19 01:00:00,12.86,8.84,85,24.7
2021-04-19 02:00:00,12.76,8.64,85,24.5
2021-04-19 03:00:00,12.9,8.78,83,24.5
2021-04-19 04:00:00,12.98,8.76,84,24.4
2021-04-19 05:00:00,12.96,8.75,85,24.4
2021-04-19 06:00:00,13.32,9.02,87,24.6
2021-04-19 07:00:00,13.5,10.0,89,26.0
2021-04-19 08:00:00,15.21,11.8,92,27.8
2021-04-19 09:00:00,15.52,12.32,93,29.4
2021-04-19 10:00:00,15.04,12.14,94,30.9
2021-04-19 11:00:00,14.65,11.95,95,32.0
2021-04-19 12:00:00,14.03,11.63,94,32.8
2021-04-19 13:00:00,13.7,11.3,91,32.7
2021-04-19 14:00:00,13.25,10.94,85,32.9
2021-04-19 15:00:00,13.54,10.92,74,32.2
2021-04-19 16:00:00,14.19,11.14,65,30.5
2021-04-19 17:00:00,14.4,10.91,63,28.4
2021-04-19 18:00:00,14.8,10.29,63,26.7
2021-04-19 19:00:00,13.54,8.65,67,26.0
2021-04-19 20:00:00,14.59,9.02,74,25.6
2021-04-19 21:00:00,14.16,9.45,79,25.2
2021-04-19 22:00:00,14.08,9.85,84,25.1
2021-04-19 23:00:00,14.24,9.73,86,24.8
2021-04-20 00:00:00,13.61,9.3,87,24.5
2021-04-20 01:00:00,13.02,8.81,86,24.4
2021-04-20 02:00:00,13.46,9.14,84,24.2
2021-04-20 03:00:00,13.89,9.46,83,24.2
2021-04-20 04:00:00,14.02,9.52,87,24.1
2021-04-20 05:00:00,14.53,9.92,86,24.2
2021-04-20 06:00:00,14.44,10.03,86,24.4
2021-04-20 07:00:00,13.54,10.13,85,25.8
2021-04-20 08:00:00,14.51,11.4,88,27.5
2021-04-20 09:00:00,15.21,12.21,92,28.9
2021-04-20 10:00:00,15.2,12.4,91,30.3
2021-04-20 11:00:00,14.7,12.1,89,31.5
2021-04-20 12:00:00,14.21,11.71,88,32.0
2021-04-20 13:00:00,14.32,11.71,87,32.2
2021-04-20 14:00:00,14.4,11.77,83,32.0
2021-04-20 15:00:00,14.8,11.91,77,31.2
2021-04-20 16:00:00,15.21,12.02,71,30.0
2021-04-20 17:00:00,15.06,11.48,67,28.2
2021-04-20 18:00:00,14.67,10.47,65,26.6
2021-04-20 19:00:00,14.92,9.67,67,26.2
2021-04-20 20:00:00,15.21,10.15,71,25.9
2021-04-20 21:00:00,14.22,9.82,74,25.3
2021-04-20 22:00:00,13.91,9.59,78,24.9
2021-04-20 23:00:00,14.06,9.6,81,24.6
2021-04-21 00:00:00,13.72,9.36,82,24.4
2021-04-21 01:00:00,13.59,9.25,83,24.1
2021-04-21 02:00:00,13.48,9.14,84,24.0
2021-04-21 03:00:00,13.34,9.12,86,23.9
2021-04-21 04:00:00,13.43,9.12,86,23.9
2021-04-21 05:00:00,13.53,9.21,86,23.7
2021-04-21 06:00:00,13.41,9.1,88,23.9
2021-04-21 07:00:00,13.2,10.1,90,25.4
2021-04-21 08:00:00,13.7,10.9,90,27.1
2021-04-21 09:00:00,13.51,11.02,92,28.6
2021-04-21 10:00:00,12.91,10.62,93,29.9
2021-04-21 11:00:00,12.1,10.11,91,31.2
2021-04-21 12:00:00,11.71,9.9,88,32.2
2021-04-21 13:00:00,11.83,9.92,86,32.2
2021-04-21 14:00:00,11.98,9.95,83,32.0
2021-04-21 15:00:00,11.91,9.8,75,31.4
2021-04-21 16:00:00,12.33,9.92,68,30.0
2021-04-21 17:00:00,12.48,9.75,64,28.2
2021-04-21 18:00:00,12.19,8.87,59,26.2
2021-04-21 19:00:00,10.48,7.21,69,25.6
2021-04-21 20:00:00,10.59,6.99,72,25.5
2021-04-21 21:00:00,10.91,6.87,76,25.0
2021-04-21 22:00:00,11.3,7.63,79,24.8
2021-04-21 23:00:00,11.56,7.79,81,24.5
2021-04-22 00:00:00,11.54,7.79,81,24.3
2021-04-22 01:00:00,11.49,7.75,83,24.1
2021-04-22 02:00:00,11.43,7.58,81,24.0
2021-04-22 03:00:00,11.62,7.78,82,23.9
2021-04-22 04:00:00,11.88,7.95,83,23.8
2021-04-22 05:00:00,11.95,7.93,85,23.7
2021-04-22 06:00:00,11.91,8.11,88,24.0
2021-04-22 07:00:00,12.8,9.9,89,25.6
2021-04-22 08:00:00,13.21,10.62,93,27.2
2021-04-22 09:00:00,13.55,11.05,95,28.6
2021-04-22 10:00:00,12.96,10.66,95,29.9
2021-04-22 11:00:00,12.14,10.15,95,31.5
2021-04-22 12:00:00,11.0,9.31,92,32.4
2021-04-22 13:00:00,10.62,9.01,86,32.5
2021-04-22 14:00:00,10.28,8.73,79,32.7
2021-04-22 15:00:00,10.36,8.67,68,31.9
2021-04-22 16:00:00,11.32,9.17,64,30.4
2021-04-22 17:00:00,10.96,8.52,58,28.5
2021-04-22 18:00:00,10.93,8.05,57,26.6
2021-04-22 19:00:00,10.25,7.34,65,26.2
2021-04-22 20:00:00,9.85,6.72,66,25.8
2021-04-22 21:00:00,10.23,6.43,68,25.4
2021-04-22 22:00:00,10.88,7.02,70,25.1
2021-04-22 23:00:00,11.01,7.5,73,24.8
2021-04-23 00:00:00,11.57,7.89,80,24.8
2021-04-23 01:00:00,11.5,7.76,83,24.5
2021-04-23 02:00:00,11.21,7.58,82,24.4
2021-04-23 03:00:00,10.9,7.24,79,24.2
2021-04-23 04:00:00,10.94,7.16,78,24.1
2021-04-23 05:00:00,11.38,7.41,80,24.0
2021-04-23 06:00:00,11.71,7.76,82,24.2
2021-04-23 07:00:00,11.2,8.47,82,26.0
2021-04-23 08:00:00,12.31,9.81,87,27.6
2021-04-23 09:00:00,12.7,10.3,90,29.2
2021-04-23 10:00:00,12.3,10.2,89,30.5
2021-04-23 11:00:00,11.7,9.8,90,32.0
2021-04-23 12:00:00,11.41,9.6,88,32.5
2021-04-23 13:00:00,11.57,9.74,84,32.6
2021-04-23 14:00:00,11.52,9.63,74,32.5
2021-04-23 15:00:00,11.45,9.49,71,31.8
2021-04-23 16:00:00,11.25,9.15,68,30.6
2021-04-23 17:00:00,11.19,8.73,66,28.8
2021-04-23 18:00:00,10.69,7.96,63,26.9
2021-04-23 19:00:00,10.14,7.22,59,26.5
2021-04-23 20:00:00,9.75,6.8,62,26.2
2021-04-23 21:00:00,10.16,6.49,65,25.9
2021-04-23 22:00:00,10.75,6.15,67,25.5
2021-04-23 23:00:00,10.75,6.93,72,25.2
2021-04-24 00:00:00,11.06,7.48,80,25.0
2021-04-24 01:00:00,11.24,7.72,85,24.8
2021-04-24 02:00:00,10.96,7.43,84,24.5
2021-04-24 03:00:00,11.3,7.57,82,24.5
2021-04-24 04:00:00,11.5,7.76,83,24.4
2021-04-24 05:00:00,11.7,7.86,83,24.4
2021-04-24 06:00:00,11.92,8.09,82,24.6
2021-04-24 07:00:00,11.86,9.04,84,26.1
2021-04-24 08:00:00,12.4,10.0,89,27.7
2021-04-24 09:00:00,13.4,11.01,91,29.2
2021-04-24 10:00:00,12.7,10.5,91,30.5
2021-04-24 11:00:00,12.0,10.01,91,31.7
2021-04-24 12:00:00,11.5,9.6,90,32.1
2021-04-24 13:00:00,11.5,9.6,90,32.3
2021-04-24 14:00:00,11.6,9.66,83,32.0
2021-04-24 15:00:00,12.26,10.1,78,31.5
2021-04-24 16:00:00,12.59,10.15,72,30.4
2021-04-24 17:00:00,12.19,9.55,67,28.8
2021-04-24 18:00:00,11.45,8.45,64,26.9
2021-04-24 19:00:00,11.5,7.96,65,26.5
2021-04-24 20:00:00,11.38,7.48,67,26.1
2021-04-24 21:00:00,11.99,7.28,74,25.8
2021-04-24 22:00:00,11.89,7.98,77,25.5
2021-04-24 23:00:00,11.87,8.08,78,25.1
2021-04-25 00:00:00,11.87,8.1,80,24.8
2021-04-25 01:00:00,11.94,8.09,81,24.5
2021-04-25 02:00:00,11.92,7.98,82,24.3
2021-04-25 03:00:00,11.7,7.76,83,24.1
2021-04-25 04:00:00,11.96,8.04,84,24.1
2021-04-25 05:00:00,11.94,8.03,85,24.0
2021-04-25 06:00:00,11.52,7.91,87,24.4
2021-04-25 07:00:00,11.05,8.43,85,26.0
2021-04-25 08:00:00,12.3,9.9,90,27.6
2021-04-25 09:00:00,12.4,10.2,91,29.0
2021-04-25 10:00:00,11.6,9.8,91,30.4
2021-04-25 11:00:00,11.1,9.4,88,31.4
2021-04-25 12:00:00,11.08,9.44,83,31.9
2021-04-25 13:00:00,11.32,9.55,79,32.0
2021-04-25 14:00:00,11.45,9.69,78,32.0
2021-04-25 15:00:00,12.24,10.15,70,31.1
2021-04-25 16:00:00,12.21,9.84,64,30.0
2021-04-25 17:00:00,12.13,9.49,61,28.4
2021-04-25 18:00:00,11.99,8.72,62,26.9
2021-04-25 19:00:00,10.87,7.47,64,26.4
2021-04-25 20:00:00,11.11,7.08,67,26.0
2021-04-25 21:00:00,11.01,7.05,71,25.5
2021-04-25 22:00:00,11.09,7.54,75,25.1
2021-04-25 23:00:00,10.89,7.25,75,24.8
2021-04-26 00:00:00,10.55,6.91,75,24.5
2021-04-26 01:00:00,10.43,6.84,78,24.1
2021-04-26 02:00:00,10.59,6.92,79,23.9
2021-04-26 03:00:00,10.81,7.04,79,23.7
2021-04-26 04:00:00,10.83,7.04,78,23.7
2021-04-26 05:00:00,10.77,6.96,77,23.7
2021-04-26 06:00:00,10.73,7.14,78,24.0
2021-04-26 07:00:00,10.26,7.79,80,25.8
2021-04-26 08:00:00,11.14,9.03,85,27.6
2021-04-26 09:00:00,11.41,9.5,87,29.1
2021-04-26 10:00:00,10.9,9.2,89,30.5
2021-04-26 11:00:00,10.1,8.7,89,31.7
2021-04-26 12:00:00,10.44,8.91,85,32.2
2021-04-26 13:00:00,10.07,8.59,77,32.0
2021-04-26 14:00:00,9.55,8.16,72,32.2
2021-04-26 15:00:00,9.21,7.83,63,31.6
2021-04-26 16:00:00,9.49,7.91,57,30.5
2021-04-26 17:00:00,9.88,7.88,54,28.5
2021-04-26 18:00:00,9.74,7.46,54,26.8
2021-04-26 19:00:00,9.43,6.82,56,26.5
2021-04-26 20:00:00,8.49,6.02,58,26.1
2021-04-26 21:00:00,8.23,5.81,63,25.9
2021-04-26 22:00:00,8.5,5.82,65,25.6
2021-04-26 23:00:00,9.1,5.48,67,25.4
2021-04-27 00:00:00,9.11,5.38,71,25.0
2021-04-27 01:00:00,9.34,5.77,74,24.9
2021-04-27 02:00:00,9.1,6.09,75,24.6
2021-04-27 03:00:00,8.76,5.75,76,24.5
2021-04-27 04:00:00,8.78,5.77,75,24.4
2021-04-27 05:00:00,8.76,5.6,73,24.1
2021-04-27 06:00:00,8.2,4.97,74,24.5
2021-04-27 07:00:00,7.62,5.97,76,26.0
2021-04-27 08:00:00,9.25,7.63,84,28.0
2021-04-27 09:00:00,10.5,8.8,90,29.3
2021-04-27 10:00:00,10.61,9.01,92,30.3
2021-04-27 11:00:00,10.1,8.71,91,31.7
2021-04-27 12:00:00,9.22,7.91,86,31.5
2021-04-27 13:00:00,8.56,7.38,76,31.9
2021-04-27 14:00:00,8.83,7.53,70,31.6
2021-04-27 15:00:00,9.17,7.79,65,31.1
2021-04-27 16:00:00,9.04,7.52,61,30.0
2021-04-27 17:00:00,9.07,7.27,58,28.5
2021-04-27 18:00:00,9.06,6.95,59,27.0
2021-04-27 19:00:00,8.77,6.46,55,26.5
2021-04-27 20:00:00,8.88,6.41,59,26.2
2021-04-27 21:00:00,8.55,5.91,61,26.0
2021-04-27 22:00:00,8.72,5.41,63,25.8
2021-04-27 23:00:00,7.98,4.85,68,25.6
2021-04-28 00:00:00,8.09,5.04,81,25.4
2021-04-28 01:00:00,8.74,5.61,85,25.0
2021-04-28 02:00:00,8.39,5.14,82,24.5
2021-04-28 03:00:00,7.73,4.65,80,24.3
2021-04-28 04:00:00,7.03,4.34,75,24.2
2021-04-28 05:00:00,6.44,3.89,62,24.0
2021-04-28 06:00:00,6.49,3.67,61,24.1
2021-04-28 07:00:00,6.98,5.28,61,26.0
2021-04-28 08:00:00,7.7,6.23,60,27.4
2021-04-28 09:00:00,8.19,6.86,70,28.5
2021-04-28 10:00:00,8.44,7.18,76,29.6
2021-04-28 11:00:00,9.12,7.81,75,30.4
2021-04-28 12:00:00,8.42,7.18,70,30.8
2021-04-28 13:00:00,8.02,6.87,67,31.6
2021-04-28 14:00:00,8.5,7.2,63,31.2
2021-04-28 15:00:00,8.41,7.02,63,30.1
2021-04-28 16:00:00,7.52,6.22,61,28.6
2021-04-28 17:00:00,7.93,6.35,61,27.6
2021-04-28 18:00:00,7.6,5.9,63,26.6
2021-04-28 19:00:00,7.02,4.93,70,25.4
2021-04-28 20:00:00,7.06,5.0,69,24.6
2021-04-28 21:00:00,6.93,4.65,70,24.0
2021-04-28 22:00:00,6.61,4.3,72,23.9
2021-04-28 23:00:00,5.58,3.16,75,23.7
2021-04-29 00:00:00,5.47,3.42,81,23.6
2021-04-29 01:00:00,6.1,3.9,92,23.6
2021-04-29 02:00:00,5.91,3.61,86,23.5
2021-04-29 03:00:00,5.57,3.22,69,23.0
2021-04-29 04:00:00,5.5,3.0,71,22.7
2021-04-29 05:00:00,5.09,2.77,70,23.0
2021-04-29 06:00:00,5.24,2.75,77,23.1
2021-04-29 07:00:00,5.7,4.24,75,24.6
2021-04-29 08:00:00,5.92,4.91,85,26.2
2021-04-29 09:00:00,7.3,6.21,92,27.7
